language,strategy,model_or_tokenizer,metric_type,num_tokens,fertility,generation_time
pt,BaselinePreprocessor,xlm-roberta-base,static,406.0,1.395189003436426,
pt,BaselinePreprocessor,google/mt5-base,static,514.0,1.7663230240549828,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.9434125423431396
pt,RegexPreprocessor,xlm-roberta-base,static,435.0,1.3384615384615384,
pt,RegexPreprocessor,google/mt5-base,static,549.0,1.6892307692307693,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.4510562419891357
pt,MWEPreprocessor,xlm-roberta-base,static,401.0,1.3780068728522337,
pt,MWEPreprocessor,google/mt5-base,static,514.0,1.7663230240549828,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7896430492401123
pt,BaselinePreprocessor,xlm-roberta-base,static,3265.0,1.3846480067854114,
pt,BaselinePreprocessor,google/mt5-base,static,4387.0,1.8604749787955894,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,7.274625062942505
pt,RegexPreprocessor,xlm-roberta-base,static,3570.0,1.345139412207988,
pt,RegexPreprocessor,google/mt5-base,static,4731.0,1.782592313489073,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,7.629854679107666
pt,MWEPreprocessor,xlm-roberta-base,static,3256.0,1.3808312128922815,
pt,MWEPreprocessor,google/mt5-base,static,4410.0,1.8702290076335877,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,7.586796045303345
pt,BaselinePreprocessor,xlm-roberta-base,static,1921.0,1.4564063684609552,
pt,BaselinePreprocessor,google/mt5-base,static,2317.0,1.756633813495072,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,3.6435935497283936
pt,RegexPreprocessor,xlm-roberta-base,static,2056.0,1.4140302613480056,
pt,RegexPreprocessor,google/mt5-base,static,2505.0,1.7228335625859696,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,3.7917251586914062
pt,MWEPreprocessor,xlm-roberta-base,static,1916.0,1.4526156178923426,
pt,MWEPreprocessor,google/mt5-base,static,2360.0,1.7892342683851403,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,3.528116226196289
pt,BaselinePreprocessor,xlm-roberta-base,static,676.0,1.9651162790697674,
pt,BaselinePreprocessor,google/mt5-base,static,751.0,2.183139534883721,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,2.061518430709839
pt,RegexPreprocessor,xlm-roberta-base,static,804.0,1.7866666666666666,
pt,RegexPreprocessor,google/mt5-base,static,926.0,2.057777777777778,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.45035982131958
pt,MWEPreprocessor,xlm-roberta-base,static,682.0,1.9825581395348837,
pt,MWEPreprocessor,google/mt5-base,static,794.0,2.308139534883721,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,2.0296385288238525
pt,BaselinePreprocessor,xlm-roberta-base,static,583.0,1.4395061728395062,
pt,BaselinePreprocessor,google/mt5-base,static,746.0,1.8419753086419752,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.0664355754852295
pt,RegexPreprocessor,xlm-roberta-base,static,620.0,1.3808463251670378,
pt,RegexPreprocessor,google/mt5-base,static,796.0,1.7728285077951003,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.2692670822143555
pt,MWEPreprocessor,xlm-roberta-base,static,579.0,1.4296296296296296,
pt,MWEPreprocessor,google/mt5-base,static,753.0,1.8592592592592592,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.07724928855896
pt,BaselinePreprocessor,xlm-roberta-base,static,188.0,1.3623188405797102,
pt,BaselinePreprocessor,google/mt5-base,static,254.0,1.8405797101449275,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.9928193092346191
pt,RegexPreprocessor,xlm-roberta-base,static,196.0,1.2810457516339868,
pt,RegexPreprocessor,google/mt5-base,static,274.0,1.7908496732026145,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8961875438690186
pt,MWEPreprocessor,xlm-roberta-base,static,181.0,1.3115942028985508,
pt,MWEPreprocessor,google/mt5-base,static,259.0,1.8768115942028984,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.0016648769378662
pt,BaselinePreprocessor,xlm-roberta-base,static,168.0,1.5849056603773586,
pt,BaselinePreprocessor,google/mt5-base,static,196.0,1.849056603773585,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6327857971191406
pt,RegexPreprocessor,xlm-roberta-base,static,169.0,1.4444444444444444,
pt,RegexPreprocessor,google/mt5-base,static,210.0,1.794871794871795,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.9049980640411377
pt,MWEPreprocessor,xlm-roberta-base,static,158.0,1.490566037735849,
pt,MWEPreprocessor,google/mt5-base,static,198.0,1.8679245283018868,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.5129778385162354
pt,BaselinePreprocessor,xlm-roberta-base,static,625.0,1.7123287671232876,
pt,BaselinePreprocessor,google/mt5-base,static,737.0,2.0191780821917806,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.0708098411560059
pt,RegexPreprocessor,xlm-roberta-base,static,639.0,1.4723502304147464,
pt,RegexPreprocessor,google/mt5-base,static,813.0,1.8732718894009217,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.9775011539459229
pt,MWEPreprocessor,xlm-roberta-base,static,576.0,1.5780821917808219,
pt,MWEPreprocessor,google/mt5-base,static,741.0,2.03013698630137,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.0476713180541992
pt,BaselinePreprocessor,xlm-roberta-base,static,294.0,1.75,
pt,BaselinePreprocessor,google/mt5-base,static,348.0,2.0714285714285716,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.524411678314209
pt,RegexPreprocessor,xlm-roberta-base,static,295.0,1.4898989898989898,
pt,RegexPreprocessor,google/mt5-base,static,372.0,1.878787878787879,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.5284121036529541
pt,MWEPreprocessor,xlm-roberta-base,static,270.0,1.6071428571428572,
pt,MWEPreprocessor,google/mt5-base,static,344.0,2.0476190476190474,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.5212447643280029
pt,BaselinePreprocessor,xlm-roberta-base,static,787.0,1.4129263913824057,
pt,BaselinePreprocessor,google/mt5-base,static,990.0,1.7773788150807899,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,2.117257595062256
pt,RegexPreprocessor,xlm-roberta-base,static,871.0,1.3462132921174652,
pt,RegexPreprocessor,google/mt5-base,static,1096.0,1.6939721792890263,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.950721025466919
pt,MWEPreprocessor,xlm-roberta-base,static,787.0,1.4129263913824057,
pt,MWEPreprocessor,google/mt5-base,static,997.0,1.7899461400359067,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,2.1219770908355713
pt,BaselinePreprocessor,xlm-roberta-base,static,149.0,1.7951807228915662,
pt,BaselinePreprocessor,google/mt5-base,static,175.0,2.108433734939759,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8818862438201904
pt,RegexPreprocessor,xlm-roberta-base,static,164.0,1.7634408602150538,
pt,RegexPreprocessor,google/mt5-base,static,188.0,2.021505376344086,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.9222702980041504
pt,MWEPreprocessor,xlm-roberta-base,static,153.0,1.8433734939759037,
pt,MWEPreprocessor,google/mt5-base,static,176.0,2.1204819277108435,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.0187463760375977
pt,BaselinePreprocessor,xlm-roberta-base,static,371.0,1.4899598393574298,
pt,BaselinePreprocessor,google/mt5-base,static,439.0,1.7630522088353413,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.340024471282959
pt,RegexPreprocessor,xlm-roberta-base,static,399.0,1.4669117647058822,
pt,RegexPreprocessor,google/mt5-base,static,472.0,1.7352941176470589,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.2486917972564697
pt,MWEPreprocessor,xlm-roberta-base,static,375.0,1.5060240963855422,
pt,MWEPreprocessor,google/mt5-base,static,449.0,1.8032128514056225,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.2407152652740479
pt,BaselinePreprocessor,xlm-roberta-base,static,3486.0,1.3994379767161782,
pt,BaselinePreprocessor,google/mt5-base,static,4628.0,1.8578883982336412,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,6.6258134841918945
pt,RegexPreprocessor,xlm-roberta-base,static,3896.0,1.3425223983459682,
pt,RegexPreprocessor,google/mt5-base,static,5076.0,1.7491385251550655,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,6.6797096729278564
pt,MWEPreprocessor,xlm-roberta-base,static,3486.0,1.3994379767161782,
pt,MWEPreprocessor,google/mt5-base,static,4650.0,1.8667201926936974,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,6.760636329650879
pt,BaselinePreprocessor,xlm-roberta-base,static,163.0,1.5523809523809524,
pt,BaselinePreprocessor,google/mt5-base,static,206.0,1.9619047619047618,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.0109684467315674
pt,RegexPreprocessor,xlm-roberta-base,static,209.0,1.536764705882353,
pt,RegexPreprocessor,google/mt5-base,static,251.0,1.8455882352941178,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.4376108646392822
pt,MWEPreprocessor,xlm-roberta-base,static,166.0,1.5809523809523809,
pt,MWEPreprocessor,google/mt5-base,static,205.0,1.9523809523809523,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7777566909790039
pt,BaselinePreprocessor,xlm-roberta-base,static,418.0,1.4413793103448276,
pt,BaselinePreprocessor,google/mt5-base,static,546.0,1.8827586206896552,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.358025074005127
pt,RegexPreprocessor,xlm-roberta-base,static,446.0,1.4025157232704402,
pt,RegexPreprocessor,google/mt5-base,static,585.0,1.8396226415094339,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.346374750137329
pt,MWEPreprocessor,xlm-roberta-base,static,417.0,1.4379310344827587,
pt,MWEPreprocessor,google/mt5-base,static,555.0,1.9137931034482758,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.3511688709259033
pt,BaselinePreprocessor,xlm-roberta-base,static,188.0,1.46875,
pt,BaselinePreprocessor,google/mt5-base,static,239.0,1.8671875,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.34543633460998535
pt,RegexPreprocessor,xlm-roberta-base,static,203.0,1.45,
pt,RegexPreprocessor,google/mt5-base,static,264.0,1.8857142857142857,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.3491063117980957
pt,MWEPreprocessor,xlm-roberta-base,static,190.0,1.484375,
pt,MWEPreprocessor,google/mt5-base,static,251.0,1.9609375,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.35091304779052734
pt,BaselinePreprocessor,xlm-roberta-base,static,333.0,1.3875,
pt,BaselinePreprocessor,google/mt5-base,static,416.0,1.7333333333333334,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.2350270748138428
pt,RegexPreprocessor,xlm-roberta-base,static,348.0,1.3647058823529412,
pt,RegexPreprocessor,google/mt5-base,static,442.0,1.7333333333333334,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.2455637454986572
pt,MWEPreprocessor,xlm-roberta-base,static,332.0,1.3833333333333333,
pt,MWEPreprocessor,google/mt5-base,static,426.0,1.775,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.2464525699615479
pt,BaselinePreprocessor,xlm-roberta-base,static,84.0,1.7142857142857142,
pt,BaselinePreprocessor,google/mt5-base,static,86.0,1.7551020408163265,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.2854018211364746
pt,RegexPreprocessor,xlm-roberta-base,static,92.0,1.5593220338983051,
pt,RegexPreprocessor,google/mt5-base,static,98.0,1.6610169491525424,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.9297492504119873
pt,MWEPreprocessor,xlm-roberta-base,static,84.0,1.7142857142857142,
pt,MWEPreprocessor,google/mt5-base,static,86.0,1.7551020408163265,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.2326810359954834
pt,BaselinePreprocessor,xlm-roberta-base,static,19.0,1.3571428571428572,
pt,BaselinePreprocessor,google/mt5-base,static,26.0,1.8571428571428572,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.9275434017181396
pt,RegexPreprocessor,xlm-roberta-base,static,21.0,1.3125,
pt,RegexPreprocessor,google/mt5-base,static,28.0,1.75,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6977682113647461
pt,MWEPreprocessor,xlm-roberta-base,static,19.0,1.3571428571428572,
pt,MWEPreprocessor,google/mt5-base,static,26.0,1.8571428571428572,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7212891578674316
pt,BaselinePreprocessor,xlm-roberta-base,static,655.0,1.291913214990138,
pt,BaselinePreprocessor,google/mt5-base,static,867.0,1.7100591715976332,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.2300360202789307
pt,RegexPreprocessor,xlm-roberta-base,static,725.0,1.3063063063063063,
pt,RegexPreprocessor,google/mt5-base,static,945.0,1.7027027027027026,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.2221558094024658
pt,MWEPreprocessor,xlm-roberta-base,static,680.0,1.3412228796844181,
pt,MWEPreprocessor,google/mt5-base,static,896.0,1.767258382642998,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.2277498245239258
pt,BaselinePreprocessor,xlm-roberta-base,static,97.0,1.4057971014492754,
pt,BaselinePreprocessor,google/mt5-base,static,126.0,1.826086956521739,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8170044422149658
pt,RegexPreprocessor,xlm-roberta-base,static,102.0,1.36,
pt,RegexPreprocessor,google/mt5-base,static,136.0,1.8133333333333332,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8013002872467041
pt,MWEPreprocessor,xlm-roberta-base,static,95.0,1.3768115942028984,
pt,MWEPreprocessor,google/mt5-base,static,129.0,1.8695652173913044,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.8282685279846191
pt,BaselinePreprocessor,xlm-roberta-base,static,868.0,1.4113821138211382,
pt,BaselinePreprocessor,google/mt5-base,static,1116.0,1.8146341463414635,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,2.179983139038086
pt,RegexPreprocessor,xlm-roberta-base,static,947.0,1.3824817518248176,
pt,RegexPreprocessor,google/mt5-base,static,1222.0,1.783941605839416,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,2.353858232498169
pt,MWEPreprocessor,xlm-roberta-base,static,870.0,1.4146341463414633,
pt,MWEPreprocessor,google/mt5-base,static,1140.0,1.853658536585366,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,2.1795997619628906
pt,BaselinePreprocessor,xlm-roberta-base,static,766.0,1.5078740157480315,
pt,BaselinePreprocessor,google/mt5-base,static,979.0,1.9271653543307086,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.3451344966888428
pt,RegexPreprocessor,xlm-roberta-base,static,824.0,1.4380453752181501,
pt,RegexPreprocessor,google/mt5-base,static,1050.0,1.8324607329842932,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.971379280090332
pt,MWEPreprocessor,xlm-roberta-base,static,758.0,1.4921259842519685,
pt,MWEPreprocessor,google/mt5-base,static,984.0,1.937007874015748,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.9229474067687988
pt,BaselinePreprocessor,xlm-roberta-base,static,166.0,2.024390243902439,
pt,BaselinePreprocessor,google/mt5-base,static,192.0,2.341463414634146,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.914588451385498
pt,RegexPreprocessor,xlm-roberta-base,static,168.0,2.0,
pt,RegexPreprocessor,google/mt5-base,static,208.0,2.4761904761904763,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.9039466381072998
pt,MWEPreprocessor,xlm-roberta-base,static,168.0,2.048780487804878,
pt,MWEPreprocessor,google/mt5-base,static,206.0,2.5121951219512195,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.0313103199005127
pt,BaselinePreprocessor,xlm-roberta-base,static,41.0,1.4137931034482758,
pt,BaselinePreprocessor,google/mt5-base,static,56.0,1.9310344827586208,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.13814854621887207
pt,RegexPreprocessor,xlm-roberta-base,static,42.0,1.2727272727272727,
pt,RegexPreprocessor,google/mt5-base,static,60.0,1.8181818181818181,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.1439378261566162
pt,MWEPreprocessor,xlm-roberta-base,static,41.0,1.4137931034482758,
pt,MWEPreprocessor,google/mt5-base,static,56.0,1.9310344827586208,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.14525842666625977
pt,BaselinePreprocessor,xlm-roberta-base,static,79.0,1.4107142857142858,
pt,BaselinePreprocessor,google/mt5-base,static,105.0,1.875,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.22705888748168945
pt,RegexPreprocessor,xlm-roberta-base,static,88.0,1.375,
pt,RegexPreprocessor,google/mt5-base,static,113.0,1.765625,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.0340306758880615
pt,MWEPreprocessor,xlm-roberta-base,static,80.0,1.4285714285714286,
pt,MWEPreprocessor,google/mt5-base,static,105.0,1.875,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.22760605812072754
pt,BaselinePreprocessor,xlm-roberta-base,static,1620.0,1.738197424892704,
pt,BaselinePreprocessor,google/mt5-base,static,1937.0,2.078326180257511,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,3.5464744567871094
pt,RegexPreprocessor,xlm-roberta-base,static,1879.0,1.5829823083403538,
pt,RegexPreprocessor,google/mt5-base,static,2207.0,1.8593091828138164,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,3.646723747253418
pt,MWEPreprocessor,xlm-roberta-base,static,1612.0,1.7296137339055795,
pt,MWEPreprocessor,google/mt5-base,static,1923.0,2.063304721030043,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,3.5543911457061768
pt,BaselinePreprocessor,xlm-roberta-base,static,282.0,1.6987951807228916,
pt,BaselinePreprocessor,google/mt5-base,static,332.0,2.0,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.2691020965576172
pt,RegexPreprocessor,xlm-roberta-base,static,297.0,1.563157894736842,
pt,RegexPreprocessor,google/mt5-base,static,359.0,1.8894736842105264,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.1318187713623047
pt,MWEPreprocessor,xlm-roberta-base,static,273.0,1.644578313253012,
pt,MWEPreprocessor,google/mt5-base,static,333.0,2.0060240963855422,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.11091947555542
pt,BaselinePreprocessor,xlm-roberta-base,static,22.0,1.375,
pt,BaselinePreprocessor,google/mt5-base,static,27.0,1.6875,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7199892997741699
pt,RegexPreprocessor,xlm-roberta-base,static,22.0,1.375,
pt,RegexPreprocessor,google/mt5-base,static,25.0,1.5625,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.6986327171325684
pt,MWEPreprocessor,xlm-roberta-base,static,22.0,1.375,
pt,MWEPreprocessor,google/mt5-base,static,25.0,1.5625,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7132837772369385
pt,BaselinePreprocessor,xlm-roberta-base,static,1449.0,1.4027105517909002,
pt,BaselinePreprocessor,google/mt5-base,static,1823.0,1.7647628267182962,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,2.7518150806427
pt,RegexPreprocessor,xlm-roberta-base,static,1570.0,1.3664055700609226,
pt,RegexPreprocessor,google/mt5-base,static,1974.0,1.7180156657963446,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,2.6101324558258057
pt,MWEPreprocessor,xlm-roberta-base,static,1458.0,1.4114230396902228,
pt,MWEPreprocessor,google/mt5-base,static,1854.0,1.7947725072604066,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,2.7396469116210938
pt,BaselinePreprocessor,xlm-roberta-base,static,1731.0,1.5866177818515124,
pt,BaselinePreprocessor,google/mt5-base,static,1994.0,1.8276810265811183,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,3.744279623031616
pt,RegexPreprocessor,xlm-roberta-base,static,1750.0,1.383399209486166,
pt,RegexPreprocessor,google/mt5-base,static,2141.0,1.692490118577075,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,3.9453885555267334
pt,MWEPreprocessor,xlm-roberta-base,static,1576.0,1.4445462878093491,
pt,MWEPreprocessor,google/mt5-base,static,1921.0,1.7607699358386801,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,3.752840042114258
pt,BaselinePreprocessor,xlm-roberta-base,static,300.0,1.6129032258064515,
pt,BaselinePreprocessor,google/mt5-base,static,355.0,1.9086021505376345,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.7493603229522705
pt,RegexPreprocessor,xlm-roberta-base,static,320.0,1.4953271028037383,
pt,RegexPreprocessor,google/mt5-base,static,387.0,1.808411214953271,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.7392561435699463
pt,MWEPreprocessor,xlm-roberta-base,static,295.0,1.586021505376344,
pt,MWEPreprocessor,google/mt5-base,static,359.0,1.9301075268817205,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7437107563018799
pt,BaselinePreprocessor,xlm-roberta-base,static,326.0,1.63,
pt,BaselinePreprocessor,google/mt5-base,static,412.0,2.06,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.6544761657714844
pt,RegexPreprocessor,xlm-roberta-base,static,285.0,1.3701923076923077,
pt,RegexPreprocessor,google/mt5-base,static,398.0,1.9134615384615385,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.5285229682922363
pt,MWEPreprocessor,xlm-roberta-base,static,277.0,1.385,
pt,MWEPreprocessor,google/mt5-base,static,389.0,1.945,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.6431624889373779
pt,BaselinePreprocessor,xlm-roberta-base,static,509.0,1.5014749262536873,
pt,BaselinePreprocessor,google/mt5-base,static,565.0,1.6666666666666667,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8605837821960449
pt,RegexPreprocessor,xlm-roberta-base,static,573.0,1.428927680798005,
pt,RegexPreprocessor,google/mt5-base,static,656.0,1.6359102244389028,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.8689301013946533
pt,MWEPreprocessor,xlm-roberta-base,static,510.0,1.5044247787610618,
pt,MWEPreprocessor,google/mt5-base,static,592.0,1.7463126843657817,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.8731422424316406
pt,BaselinePreprocessor,xlm-roberta-base,static,2586.0,1.4430803571428572,
pt,BaselinePreprocessor,google/mt5-base,static,3354.0,1.8716517857142858,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,4.931495666503906
pt,RegexPreprocessor,xlm-roberta-base,static,2803.0,1.3693209574987788,
pt,RegexPreprocessor,google/mt5-base,static,3637.0,1.7767464582315584,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,4.79824161529541
pt,MWEPreprocessor,xlm-roberta-base,static,2556.0,1.4263392857142858,
pt,MWEPreprocessor,google/mt5-base,static,3379.0,1.8856026785714286,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,4.9442925453186035
pt,BaselinePreprocessor,xlm-roberta-base,static,1607.0,1.4702653247941446,
pt,BaselinePreprocessor,google/mt5-base,static,1984.0,1.8151875571820677,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,3.6800451278686523
pt,RegexPreprocessor,xlm-roberta-base,static,1762.0,1.4360228198859006,
pt,RegexPreprocessor,google/mt5-base,static,2161.0,1.7612061939690302,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,3.68129563331604
pt,MWEPreprocessor,xlm-roberta-base,static,1613.0,1.4757548032936871,
pt,MWEPreprocessor,google/mt5-base,static,2017.0,1.8453796889295517,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,3.5628082752227783
pt,BaselinePreprocessor,xlm-roberta-base,static,623.0,1.5158150851581509,
pt,BaselinePreprocessor,google/mt5-base,static,765.0,1.8613138686131387,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,1.7226722240447998
pt,RegexPreprocessor,xlm-roberta-base,static,724.0,1.4422310756972112,
pt,RegexPreprocessor,google/mt5-base,static,889.0,1.7709163346613546,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,1.2442295551300049
pt,MWEPreprocessor,xlm-roberta-base,static,615.0,1.4963503649635037,
pt,MWEPreprocessor,google/mt5-base,static,779.0,1.8953771289537713,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,1.7694988250732422
pt,BaselinePreprocessor,xlm-roberta-base,static,180.0,1.4634146341463414,
pt,BaselinePreprocessor,google/mt5-base,static,220.0,1.7886178861788617,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.9326779842376709
pt,RegexPreprocessor,xlm-roberta-base,static,190.0,1.3970588235294117,
pt,RegexPreprocessor,google/mt5-base,static,234.0,1.7205882352941178,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.36957526206970215
pt,MWEPreprocessor,xlm-roberta-base,static,176.0,1.4308943089430894,
pt,MWEPreprocessor,google/mt5-base,static,218.0,1.7723577235772359,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.9191327095031738
pt,BaselinePreprocessor,xlm-roberta-base,static,465.0,1.576271186440678,
pt,BaselinePreprocessor,google/mt5-base,static,579.0,1.9627118644067796,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,0.8627924919128418
pt,RegexPreprocessor,xlm-roberta-base,static,480.0,1.458966565349544,
pt,RegexPreprocessor,google/mt5-base,static,607.0,1.844984802431611,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,0.766472339630127
pt,MWEPreprocessor,xlm-roberta-base,static,448.0,1.5186440677966102,
pt,MWEPreprocessor,google/mt5-base,static,575.0,1.9491525423728813,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,0.7626097202301025
pt,BaselinePreprocessor,xlm-roberta-base,static,2237.0,1.7838915470494419,
pt,BaselinePreprocessor,google/mt5-base,static,2523.0,2.011961722488038,
pt,BaselinePreprocessor,google/gemma-2b-it,dynamic,,,5.563746213912964
pt,RegexPreprocessor,xlm-roberta-base,static,2445.0,1.489945155393053,
pt,RegexPreprocessor,google/mt5-base,static,3011.0,1.8348567946374161,
pt,RegexPreprocessor,google/gemma-2b-it,dynamic,,,4.795176267623901
pt,MWEPreprocessor,xlm-roberta-base,static,2141.0,1.7073365231259967,
pt,MWEPreprocessor,google/mt5-base,static,2532.0,2.0191387559808613,
pt,MWEPreprocessor,google/gemma-2b-it,dynamic,,,4.705561637878418
pt,BaselinePreprocessor,xlm-roberta-base,static,561.0,1.626086956521739,
